ID,Response
50883,0.8022424712619391
50884,0.2344690734784966
50885,0.8812240419560209
50886,0.04979147846553088
50887,0.050011359863124126
50888,0.12919772698050488
50889,0.05398530498942679
50890,0.14552941686062607
50891,0.5193722560325913
50892,0.027130818693713192
50893,0.006962350651769483
50894,0.07702043840287587
50895,0.45464520772082995
50896,0.019246221169590603
50897,0.0036924133879453944
50898,0.07945377535470385
50899,0.0017448511887789458
50900,0.011573249002928474
50901,0.015870311987610727
50902,0.011932133893326162
50903,6.65212812259797e-05
50904,0.019882397530828565
50905,0.0006993664996878153
50906,0.012836634965891477
50907,0.053829138495737755
50908,0.0773430159267632
50909,0.008816529332959358
50910,0.02783833116471175
50911,0.3501096767490369
50912,0.02628797734093166
50913,0.00042302174089489056
50914,0.0004788222285637084
50915,0.04759017081031625
50916,0.019851384848009846
50917,0.037174382509310114
50918,0.8451064420124073
50919,0.0005817895309389382
50920,0.22750878161409538
50921,0.0009020737178768646
50922,0.0036524374976395022
50923,0.08534012980817532
50924,0.007530600406304859
50925,0.8376137491896096
50926,0.029468248132511036
50927,0.7428329143841832
50928,0.0016962225323034258
50929,0.0023995891706489114
50930,0.11046654751055826
50931,0.13084787202304135
50932,0.5153909056653723
50933,0.04381879408220798
50934,0.0007971474538156262
50935,0.78036646222147
50936,0.3665632989152342
50937,0.5559015527899961
50938,0.007052191308021219
50939,0.22528967762618002
50940,0.0058720310692921855
50941,0.1406619438630818
50942,0.037071747721408733
50943,0.0016138875904378274
50944,0.007208141132572758
50945,0.09257607017644258
50946,0.02262158537041481
50947,0.16070577679801043
50948,0.006330258634855517
50949,0.0032659303533415307
50950,0.002817758726447627
50951,0.6626979346276578
50952,0.4071287274394291
50953,0.17656932793162505
50954,0.01866713175415047
50955,0.1252597990831237
50956,0.014418660542858387
50957,8.731401712797109e-06
50958,0.005634558098835086
50959,0.00012862852736714013
50960,0.0048325920160425815
50961,0.047441643716580786
50962,0.002585025872170005
50963,0.0066810928457617
50964,0.04653654655890243
50965,0.09281665460502984
50966,0.01973227108693671
50967,0.05676102145719069
50968,0.005094623719821668
50969,0.03516879345474427
50970,0.012000456528251463
50971,0.018372525419278554
50972,0.16439836585127005
50973,0.026295667948307688
50974,0.001290411098494161
50975,0.03925583238243695
50976,0.005194306853558479
50977,0.03672482732396473
50978,0.0058692088097811995
50979,0.4191790115858508
50980,0.033091803741341935
50981,0.019411072187044364
50982,0.0026074787179620413
50983,0.009207689161587871
50984,0.0014994068816606694
50985,0.0013497745164547854
50986,0.011186075805393542
50987,0.01896823442856192
50988,0.9108205676926827
50989,8.173502307987371e-05
50990,0.09527582700337227
50991,0.002417009853666863
50992,0.011194669372466893
50993,0.3758507864652806
50994,0.030962680938845723
50995,0.003777987942800991
50996,8.094683974891967e-07
50997,0.0001847172751964141
50998,0.009158682250070408
50999,5.347220078009354e-06
51000,0.00019138412537409794
51001,0.07882492960506327
51002,0.01075954330977499
51003,0.10487842604027775
51004,0.03655117395241052
51005,0.0952550506591378
51006,0.03099402513335003
51007,0.012884026193468772
51008,0.22225831074523653
51009,0.01657176842197055
51010,0.04844009425494256
51011,0.010094816676834853
51012,0.713206216474141
51013,0.03246986037563062
51014,0.0022229059210111574
51015,0.030175524894308574
51016,1.4282583212274566e-05
51017,0.00011646069040218527
51018,0.007652381706858678
51019,0.010692165377803837
51020,0.6928825509060945
51021,0.5142472534361557
51022,0.005106695599878486
51023,0.015759442467482298
51024,0.07882010011888654
51025,0.0006565441376882531
51026,0.04838235349000082
51027,0.052466129566404396
51028,0.000938756165682645
51029,0.0017744570297586971
51030,0.10593839104073569
51031,0.0016596331963675743
51032,0.10504320307200825
51033,3.6122834556827166e-05
51034,0.0007861328423566718
51035,0.2637780378658184
51036,0.11669002879070885
51037,0.2517851217772628
51038,0.21340554214521687
51039,0.0015811401145744118
51040,0.16845430417389815
51041,0.0003753203862937357
51042,0.0013786546434198486
51043,0.002392812087716278
51044,0.014765701736587046
51045,0.02364475013001937
51046,0.005258553467793054
51047,0.000730179867175069
51048,0.003826873983952127
51049,0.03740249210113846
51050,0.001265166528448879
51051,0.016201407817841816
51052,0.39164647321545537
51053,0.00031063283041678967
51054,0.0008234582066375678
51055,0.9653077237266501
51056,0.007469278477745603
51057,0.0009177341493459524
51058,0.2973534600317172
51059,0.16716288577562094
51060,0.10078972333041306
51061,0.7188715980961167
51062,0.1948867595890307
51063,0.23196363633567327
51064,0.12914754751983948
51065,0.009635673924933037
51066,0.16479696881356187
51067,0.015474208261675618
51068,0.002095188146154685
51069,0.0005044249854322496
51070,0.02932559797043681
51071,0.07616299557700903
51072,0.0031226171297451372
51073,0.0807031198549998
51074,0.17608320461491533
